event,date,favourite,favourite_odds,underdog,underdog_odds,result
UFC Fight Night 84 - Hunt vs. Mir,19th Mar 2016,Johnny Case,1.95,Jake Matthews,2.05,Underdog
UFC Fight Night 84 - Hunt vs. Mir,19th Mar 2016,Antonio Carlos Junior,1.25,Daniel Kelly,5.0,Underdog
UFC Fight Night 84 - Hunt vs. Mir,19th Mar 2016,James Te Huna,1.41,Steve Bosse,3.3,Underdog
UFC Fight Night 84 - Hunt vs. Mir,19th Mar 2016,Seo Hee Ham,1.91,Bec Rawlings,2.08,Underdog
UFC Fight Night 84 - Hunt vs. Mir,19th Mar 2016,Alan Jouban,1.22,Brendan O'Reilly,5.35,Favourite
UFC Fight Night 84 - Hunt vs. Mir,19th Mar 2016,Daniel Hooker,1.55,Mark Eddiva,2.75,Favourite
UFC Fight Night 84 - Hunt vs. Mir,19th Mar 2016,Leslie Smith,1.76,Rin Nakai,2.3,Favourite
UFC Fight Night 84 - Hunt vs. Mir,19th Mar 2016,Richard Walsh,1.87,Viscardi Andrade,2.07,Underdog
UFC Fight Night 84 - Hunt vs. Mir,19th Mar 2016,Chad Laprise,1.95,Ross Pearson,2.05,Underdog
UFC Fight Night 84 - Hunt vs. Mir,19th Mar 2016,Alan Patrick,1.42,Damien Brown,3.2,Favourite
UFC Fight Night 86 - Zagreb,10th Apr 2016,Junior dos Santos,1.87,Ben Rothwell,2.15,Favourite
UFC Fight Night 86 - Zagreb,10th Apr 2016,Derrick Lewis,1.69,Gabriel Gonzaga,2.35,Favourite
UFC Fight Night 86 - Zagreb,10th Apr 2016,Curtis Blaydes,1.69,Francis Ngannou,2.4,Underdog
UFC Fight Night 86 - Zagreb,10th Apr 2016,Marcin Tybura,1.74,Timothy Johnson,2.3,Underdog
UFC Fight Night 86 - Zagreb,10th Apr 2016,Jan Blachowicz,1.31,Igor Pokrajac,4.0,Favourite
UFC Fight Night 86 - Zagreb,10th Apr 2016,Maryna Moroz,1.59,Cristina Stanciu,2.65,Favourite
UFC Fight Night 86 - Zagreb,10th Apr 2016,Nicolas Dalby,1.91,Zak Cummings,2.08,Underdog
UFC Fight Night 86 - Zagreb,10th Apr 2016,Ian Entwistle,1.71,Alejandro Perez,2.37,Underdog
UFC Fight Night 86 - Zagreb,10th Apr 2016,Mairbek Taisumov,1.34,Damir Hadzovic,4.15,Favourite
UFC Fight Night 86 - Zagreb,10th Apr 2016,Damian Stasiak,1.83,Filip Pejic,2.1,Favourite
UFC Fight Night 86 - Zagreb,10th Apr 2016,Lucas Martins,1.89,Robert Whiteford,2.1,Favourite
UFC Fight Night 86 - Zagreb,10th Apr 2016,Jared Cannonier,1.68,Cyril Asker,2.4,Favourite
UFC Fight Night 86 - Zagreb,10th Apr 2016,Bojan Velickovic,1.54,Alessio Di Chirico,2.73,Favourite
UFC on Fox 19 - Teixeira vs. Evans,16th Apr 2016,Glover Teixeira,1.53,Rashad Evans,2.85,Favourite
UFC on Fox 19 - Teixeira vs. Evans,16th Apr 2016,Rose Namajunas,1.61,Tecia Torres,2.65,Favourite
UFC on Fox 19 - Teixeira vs. Evans,16th Apr 2016,Khabib Nurmagomedov,1.12,Darrell Horcher,8.5,Favourite
UFC on Fox 19 - Teixeira vs. Evans,16th Apr 2016,Cub Swanson,1.94,Hacran Dias,2.05,Favourite
UFC on Fox 19 - Teixeira vs. Evans,16th Apr 2016,Beneil Dariush,1.61,Michael Chiesa,2.55,Underdog
UFC on Fox 19 - Teixeira vs. Evans,16th Apr 2016,Raquel Pennington,1.49,Bethe Correia,2.9,Favourite
UFC on Fox 19 - Teixeira vs. Evans,16th Apr 2016,Santiago Ponzinibbio,1.67,Court McGee,2.45,Favourite
UFC on Fox 19 - Teixeira vs. Evans,16th Apr 2016,Michael Graves,1.8,Randy Brown,2.2,Favourite
UFC on Fox 19 - Teixeira vs. Evans,16th Apr 2016,John Dodson,1.2,Manny Gamburyan,5.6,Favourite
UFC on Fox 19 - Teixeira vs. Evans,16th Apr 2016,Oluwale Bamgbose,1.51,Cezar Ferreira,2.8,Underdog
UFC on Fox 19 - Teixeira vs. Evans,16th Apr 2016,Omari Akhmedov,1.8,Elizeu Zaleski dos Santos,2.25,Underdog
UFC 197 - Jones vs. St Preux,23rd Apr 2016,Jon Jones,1.18,Ovince St Preux,6.18,Favourite
UFC 197 - Jones vs. St Preux,23rd Apr 2016,Demetrious Johnson,1.26,Henry Cejudo,4.55,Favourite
UFC 197 - Jones vs. St Preux,23rd Apr 2016,Anthony Pettis,1.63,Edson Barboza,2.55,Underdog
UFC 197 - Jones vs. St Preux,23rd Apr 2016,Robert Whittaker,1.35,Rafael Natal,3.75,Favourite
UFC 197 - Jones vs. St Preux,23rd Apr 2016,Yair Rodriguez,1.83,Andre Fili,2.15,Favourite
UFC 197 - Jones vs. St Preux,23rd Apr 2016,Sergio Pettis,1.47,Chris Kelades,2.95,Favourite
UFC 197 - Jones vs. St Preux,23rd Apr 2016,Danny Roberts,1.29,Dominique Steele,4.25,Favourite
UFC 197 - Jones vs. St Preux,23rd Apr 2016,Carla Esparza,1.54,Juliana Lima,2.7,Favourite
UFC 197 - Jones vs. St Preux,23rd Apr 2016,James Vick,1.57,Glaico Franca,2.65,Favourite
UFC 197 - Jones vs. St Preux,23rd Apr 2016,Cody East,1.62,Walt Harris,2.65,Underdog
UFC 197 - Jones vs. St Preux,23rd Apr 2016,Marcos Rogerio de Lima,1.78,Clint Hester,2.18,Favourite
UFC 197 - Jones vs. St Preux,23rd Apr 2016,Kevin Lee,1.29,Efrain Escudero,4.48,Favourite
UFC Fight Night - Overeem vs. Arlovski,8th May 2016,Alistair Overeem,1.49,Andrei Arlovski,3.0,Favourite
UFC Fight Night - Overeem vs. Arlovski,8th May 2016,Stefan Struve,1.53,Antonio Silva,2.9,Favourite
UFC Fight Night - Overeem vs. Arlovski,8th May 2016,Albert Tumenov,1.61,Gunnar Nelson,2.55,Underdog
UFC Fight Night - Overeem vs. Arlovski,8th May 2016,Germaine de Randamie,1.29,Anna Elmose,4.35,Favourite
UFC Fight Night - Overeem vs. Arlovski,8th May 2016,Nikita Krylov,1.5,Francimar Barroso,2.9,Favourite
UFC Fight Night - Overeem vs. Arlovski,8th May 2016,Karolina Kowalkiewicz,1.4,Heather Clark,3.45,Favourite
UFC Fight Night - Overeem vs. Arlovski,8th May 2016,Rustam Khabilov,1.57,Chris Wade,2.75,Favourite
UFC Fight Night - Overeem vs. Arlovski,8th May 2016,Magnus Cedenblad,1.36,Garreth McLellan,3.65,Favourite
UFC Fight Night - Overeem vs. Arlovski,8th May 2016,Jon Tuck,1.76,Josh Emmett,2.35,Underdog
UFC Fight Night - Overeem vs. Arlovski,8th May 2016,Yan Cabral,1.64,Reza Madadi,2.5,Underdog
UFC Fight Night - Overeem vs. Arlovski,8th May 2016,Kyoji Horiguchi,1.2,Neil Seery,6.25,Favourite
UFC Fight Night - Overeem vs. Arlovski,8th May 2016,Leon Edwards,1.4,Dominic Waters,3.33,Favourite
UFC Fight Night - Overeem vs. Arlovski,8th May 2016,Willie Gates,1.77,Yuta Sasaki,2.25,Underdog
UFC 198 - Werdum vs. Miocic,14th May 2016,Fabricio Werdum,1.67,Stipe Miocic,2.5,Underdog
UFC 198 - Werdum vs. Miocic,14th May 2016,Ronaldo Souza,1.37,Vitor Belfort,3.85,Favourite
UFC 198 - Werdum vs. Miocic,14th May 2016,Cristiane Justino,1.1,Leslie Smith,14.05,Favourite
UFC 198 - Werdum vs. Miocic,14th May 2016,Corey Anderson,1.69,Mauricio Rua,2.4,Underdog
UFC 198 - Werdum vs. Miocic,14th May 2016,Warlley Alves,1.21,Bryan Barberena,5.8,Underdog
UFC 198 - Werdum vs. Miocic,14th May 2016,Demian Maia,1.34,Matt Brown,3.95,Favourite
UFC 198 - Werdum vs. Miocic,14th May 2016,Thiago Santos,1.31,Nate Marquardt,4.0,Favourite
UFC 198 - Werdum vs. Miocic,14th May 2016,Francisco Trinaldo,1.46,Yancy Medeiros,3.05,Favourite
UFC 198 - Werdum vs. Miocic,14th May 2016,John Lineker,1.69,Rob Font,2.4,Favourite
UFC 198 - Werdum vs. Miocic,14th May 2016,Patrick Cummins,1.43,Rogerio Nogueira,3.2,Underdog
UFC 198 - Werdum vs. Miocic,14th May 2016,Sergio Moraes,1.25,Luan Chagas,5.0,Draw
UFC 198 - Werdum vs. Miocic,14th May 2016,Zubaira Tukhugov,1.65,Renato Moicano,2.45,Underdog
UFC Fight Night - Almeida vs. Garbrandt,29th May 2016,Thomas Almeida,1.59,Cody Garbrandt,2.6,Underdog
UFC Fight Night - Almeida vs. Garbrandt,29th May 2016,Renan Barao,1.67,Jeremy Stephens,2.5,Underdog
UFC Fight Night - Almeida vs. Garbrandt,29th May 2016,Rick Story,1.91,Tarec Saffiedine,2.1,Favourite
UFC Fight Night - Almeida vs. Garbrandt,29th May 2016,Vitor Miranda,1.83,Chris Camozzi,2.15,Underdog
UFC Fight Night - Almeida vs. Garbrandt,29th May 2016,Lorenz Larkin,2.0,Jorge Masvidal,2.0,Favourite
UFC Fight Night - Almeida vs. Garbrandt,29th May 2016,Paul Felder,1.35,Josh Burkman,3.65,Favourite
UFC Fight Night - Almeida vs. Garbrandt,29th May 2016,Sara McMann,1.8,Jessica Eye,2.25,Favourite
UFC Fight Night - Almeida vs. Garbrandt,29th May 2016,Abel Trujillo,1.36,Jordan Rinaldi,3.7,Favourite
UFC Fight Night - Almeida vs. Garbrandt,29th May 2016,Jake Collier,1.91,Alberto Emiliano Pereira,2.05,Favourite
UFC Fight Night - Almeida vs. Garbrandt,29th May 2016,Shane Campbell,1.75,Erik Koch,2.3,Underdog
UFC Fight Night - Almeida vs. Garbrandt,29th May 2016,Aljamain Sterling,1.34,Bryan Caraway,4.0,Underdog
UFC Fight Night - Almeida vs. Garbrandt,29th May 2016,Adam Milstead,1.41,Chris de la Rocha,3.25,Favourite
UFC 199 - Rockhold vs Bisping 2,4th Jun 2016,Luke Rockhold,1.19,Michael Bisping,6.4,Underdog
UFC 199 - Rockhold vs Bisping 2,4th Jun 2016,Dominick Cruz,1.27,Urijah Faber,4.7,Favourite
UFC 199 - Rockhold vs Bisping 2,4th Jun 2016,Max Holloway,1.39,Ricardo Lamas,3.55,Favourite
UFC 199 - Rockhold vs Bisping 2,4th Jun 2016,Hector Lombard,1.31,Dan Henderson,4.15,Underdog
UFC 199 - Rockhold vs Bisping 2,4th Jun 2016,Dustin Poirier,1.61,Bobby Green,2.6,Favourite
UFC 199 - Rockhold vs Bisping 2,4th Jun 2016,Brian Ortega,1.42,Clay Guida,3.2,Favourite
UFC 199 - Rockhold vs Bisping 2,4th Jun 2016,Beneil Dariush,1.74,James Vick,2.4,Favourite
UFC 199 - Rockhold vs Bisping 2,4th Jun 2016,Jessica Andrade,1.95,Jessica Penne,2.05,Favourite
UFC 199 - Rockhold vs Bisping 2,4th Jun 2016,Cole Miller,1.61,Alex Caceres,2.65,Underdog
UFC 199 - Rockhold vs Bisping 2,4th Jun 2016,Tom Breese,1.95,Sean Strickland,2.1,Underdog
UFC 199 - Rockhold vs Bisping 2,4th Jun 2016,Jonathan Wilson,1.63,Luis Henrique da Silva,2.65,Underdog
UFC 199 - Rockhold vs Bisping 2,4th Jun 2016,Elvis Mutapcic,1.75,Kevin Casey,2.2,Draw
UFC 199 - Rockhold vs Bisping 2,4th Jun 2016,Marco Polo Reyes,1.95,Dong Hyun Ma,2.0,Favourite
UFC Fight Night - MacDonald vs. Thompson,18th Jun 2016,Rory MacDonald,1.91,Stephen Thompson,2.03,Underdog
UFC Fight Night - MacDonald vs. Thompson,18th Jun 2016,Donald Cerrone,1.71,Patrick Cote,2.38,Favourite
UFC Fight Night - MacDonald vs. Thompson,18th Jun 2016,Steve Bosse,1.74,Sean O'Connell,2.25,Favourite
UFC Fight Night - MacDonald vs. Thompson,18th Jun 2016,Olivier Aubin-Mercier,1.29,Thibault Gouti,4.28,Favourite
UFC Fight Night - MacDonald vs. Thompson,18th Jun 2016,Valerie Letourneau,1.68,Joanne Wood,2.5,Underdog
UFC Fight Night - MacDonald vs. Thompson,18th Jun 2016,Jason Saggo,1.88,Leandro Silva,2.13,Favourite
UFC Fight Night - MacDonald vs. Thompson,18th Jun 2016,Misha Cirkunov,1.5,Ion Cutelaba,2.81,Favourite
UFC Fight Night - MacDonald vs. Thompson,18th Jun 2016,Tamdan McCrory,1.58,Krzysztof Jotko,2.75,Underdog
UFC Fight Night - MacDonald vs. Thompson,18th Jun 2016,Joe Soto,1.91,Chris Beal,2.08,Favourite
UFC Fight Night - MacDonald vs. Thompson,18th Jun 2016,Elias Theodorou,1.43,Sam Alvey,3.25,Favourite
UFC Fight Night - MacDonald vs. Thompson,18th Jun 2016,Randa Markos,1.81,Jocelyn Jones-Lybarger,2.25,Favourite
UFC Fight Night - MacDonald vs. Thompson,18th Jun 2016,Colby Covington,1.44,Jonathan Meunier,3.25,Favourite
UFC Fight Night - MacDonald vs. Thompson,18th Jun 2016,Ali Bagautinov,1.4,Geane Herrera,3.25,Favourite
UFC Fight Night - Dos Anjos vs. Alvarez,7th Jul 2016,Rafael dos Anjos,1.35,Eddie Alvarez,3.6,Underdog
UFC Fight Night - Dos Anjos vs. Alvarez,7th Jul 2016,Roy Nelson,1.95,Derrick Lewis,2.05,Underdog
UFC Fight Night - Dos Anjos vs. Alvarez,7th Jul 2016,Alan Jouban,1.91,Belal Muhammad,2.2,Favourite
UFC Fight Night - Dos Anjos vs. Alvarez,7th Jul 2016,Joseph Duffy,1.3,Mitch Clarke,4.55,Favourite
UFC Fight Night - Dos Anjos vs. Alvarez,7th Jul 2016,Mike Pyle,1.87,Alberto Mina,2.05,Underdog
UFC Fight Night - Dos Anjos vs. Alvarez,7th Jul 2016,John Makdessi,1.77,Mehdi Baghdad,2.2,Favourite
UFC Fight Night - Dos Anjos vs. Alvarez,7th Jul 2016,Anthony Birchak,1.46,Dileno Lopes,3.05,Favourite
UFC Fight Night - Dos Anjos vs. Alvarez,7th Jul 2016,Pedro Munhoz,1.5,Russell Doane,3.0,Favourite
UFC Fight Night - Dos Anjos vs. Alvarez,7th Jul 2016,Felipe Arantes,1.67,Jerrod Sanders,2.45,Favourite
UFC Fight Night - Dos Anjos vs. Alvarez,7th Jul 2016,Gilbert Burns,1.44,Lukasz Sajewski,3.3,Favourite
UFC Fight Night - Dos Anjos vs. Alvarez,7th Jul 2016,Reginaldo Vieira,1.8,Marco Beltran,2.2,Underdog
UFC Fight Night - Dos Anjos vs. Alvarez,7th Jul 2016,Vicente Luque,1.28,Alvaro Herrera,4.45,Favourite
UFC - The Ultimate Fighter 23 Finale,8th Jul 2016,Joanna Jedrzejczyk,1.83,Claudia Gadelha,2.1,Favourite
UFC - The Ultimate Fighter 23 Finale,8th Jul 2016,Andrew Sanchez,1.61,Khalil Rountree,2.56,Favourite
UFC - The Ultimate Fighter 23 Finale,8th Jul 2016,Tatiana Suarez,1.28,Amanda Cooper,4.36,Favourite
UFC - The Ultimate Fighter 23 Finale,8th Jul 2016,Will Brooks,1.29,Ross Pearson,4.4,Favourite
UFC - The Ultimate Fighter 23 Finale,8th Jul 2016,Doo Ho Choi,1.51,Thiago Tavares,2.95,Favourite
UFC - The Ultimate Fighter 23 Finale,8th Jul 2016,Joaquim Silva,1.85,Andrew Holbrook,2.08,Favourite
UFC - The Ultimate Fighter 23 Finale,8th Jul 2016,Gray Maynard,1.64,Fernando Bruno,2.48,Favourite
UFC - The Ultimate Fighter 23 Finale,8th Jul 2016,John Moraga,1.69,Matheus Nicolau,2.5,Underdog
UFC - The Ultimate Fighter 23 Finale,8th Jul 2016,Josh Stansbury,1.77,Cory Hendricks,2.28,Favourite
UFC - The Ultimate Fighter 23 Finale,8th Jul 2016,Anthony Smith,1.76,Cezar Ferreira,2.25,Underdog
UFC - The Ultimate Fighter 23 Finale,8th Jul 2016,Jake Matthews,1.74,Kevin Lee,2.26,Underdog
UFC - The Ultimate Fighter 23 Finale,8th Jul 2016,Li Jingliang,1.32,Anton Zafir,3.84,Favourite
UFC 200 - Tate vs. Nunes,9th Jul 2016,Mark Hunt,1.69,Brock Lesnar,2.4,Underdog
UFC 200 - Tate vs. Nunes,9th Jul 2016,Miesha Tate,1.41,Amanda Nunes,3.25,Underdog
UFC 200 - Tate vs. Nunes,9th Jul 2016,Frankie Edgar,1.94,Jose Aldo,2.0,Underdog
UFC 200 - Tate vs. Nunes,9th Jul 2016,Daniel Cormier,1.28,Anderson Silva,5.1,Favourite
UFC 200 - Tate vs. Nunes,9th Jul 2016,Cain Velasquez,1.36,Travis Browne,3.46,Favourite
UFC 200 - Tate vs. Nunes,9th Jul 2016,T.J. Dillashaw,1.32,Raphael Assuncao,4.09,Favourite
UFC 200 - Tate vs. Nunes,9th Jul 2016,Cat Zingano,1.7,Julianna Pena,2.35,Underdog
UFC 200 - Tate vs. Nunes,9th Jul 2016,Kelvin Gastelum,1.94,Johny Hendricks,1.98,Favourite
UFC 200 - Tate vs. Nunes,9th Jul 2016,Sage Northcutt,1.3,Enrique Marin,4.05,Favourite
UFC 200 - Tate vs. Nunes,9th Jul 2016,Diego Sanchez,1.91,Joe Lauzon,2.05,Underdog
UFC 200 - Tate vs. Nunes,9th Jul 2016,Gegard Mousasi,1.43,Thiago Santos,3.25,Favourite
UFC 200 - Tate vs. Nunes,9th Jul 2016,Jim Miller,1.38,Takanori Gomi,3.41,Favourite
UFC Fight Night 91 - McDonald vs. Lineker,13th Jul 2016,John Lineker,1.67,Michael McDonald,2.5,Favourite
UFC Fight Night 91 - McDonald vs. Lineker,13th Jul 2016,Tony Ferguson,1.15,Lando Vannata,7.05,Favourite
UFC Fight Night 91 - McDonald vs. Lineker,13th Jul 2016,Josh Samman,1.48,Tim Boetsch,2.95,Underdog
UFC Fight Night 91 - McDonald vs. Lineker,13th Jul 2016,Ben Nguyen,1.8,Louis Smolka,2.15,Underdog
UFC Fight Night 91 - McDonald vs. Lineker,13th Jul 2016,Aleksei Oleinik,1.53,Daniel Omielanczuk,2.75,Underdog
UFC Fight Night 91 - McDonald vs. Lineker,13th Jul 2016,Kyle Noke,1.63,Keita Nakamura,2.5,Underdog
UFC Fight Night 91 - McDonald vs. Lineker,13th Jul 2016,Lauren Murphy,1.56,Katlyn Chookagian,2.7,Underdog
UFC Fight Night 91 - McDonald vs. Lineker,13th Jul 2016,Sam Alvey,1.38,Eric Spicely,3.45,Favourite
UFC Fight Night 91 - McDonald vs. Lineker,13th Jul 2016,Cristina Stanciu,1.68,Cortney Casey,2.4,Underdog
UFC Fight Night 91 - McDonald vs. Lineker,13th Jul 2016,Scott Holtzman,1.36,Cody Pfister,3.55,Favourite
UFC Fight Night 91 - McDonald vs. Lineker,13th Jul 2016,Matthew Lopez,1.69,Rani Yahya,2.5,Underdog
UFC Fight Night 91 - McDonald vs. Lineker,13th Jul 2016,Devin Clark,1.47,Alex Nicholson,3.05,Underdog
UFC on Fox 20 - Holm vs. Shevchenko,23rd Jul 2016,Holly Holm,1.5,Valentina Shevchenko,3.25,Underdog
UFC on Fox 20 - Holm vs. Shevchenko,23rd Jul 2016,Edson Barboza,1.53,Gilbert Melendez,2.8,Favourite
UFC on Fox 20 - Holm vs. Shevchenko,23rd Jul 2016,Francis Ngannou,1.17,Bojan Mihajlovic,6.0,Favourite
UFC on Fox 20 - Holm vs. Shevchenko,23rd Jul 2016,Kailin Curran,1.95,Felice Herrig,2.0,Underdog
UFC on Fox 20 - Holm vs. Shevchenko,23rd Jul 2016,Frankie Saenz,1.68,Eddie Wineland,2.4,Underdog
UFC on Fox 20 - Holm vs. Shevchenko,23rd Jul 2016,Darren Elkins,1.48,Godofredo Pepey,3.1,Favourite
UFC on Fox 20 - Holm vs. Shevchenko,23rd Jul 2016,Kamaru Usman,1.44,Alexander Yakovlev,3.3,Favourite
UFC on Fox 20 - Holm vs. Shevchenko,23rd Jul 2016,Michel Prazeres,1.46,J.C. Cottrell,3.0,Favourite
UFC on Fox 20 - Holm vs. Shevchenko,23rd Jul 2016,Alex Oliveira,1.5,James Moontasri,2.88,Favourite
UFC on Fox 20 - Holm vs. Shevchenko,23rd Jul 2016,Jim Alers,1.71,Jason Knight,2.8,Underdog
UFC on Fox 20 - Holm vs. Shevchenko,23rd Jul 2016,Dmitry Smoliakov,1.69,Luis Henrique,2.4,Underdog
UFC 201 - Lawler vs. Woodley,30th Jul 2016,Robbie Lawler,1.85,Tyron Woodley,2.2,Underdog
UFC 201 - Lawler vs. Woodley,30th Jul 2016,Rose Namajunas,1.54,Karolina Kowalkiewicz,2.72,Underdog
UFC 201 - Lawler vs. Woodley,30th Jul 2016,Matt Brown,1.38,Jake Ellenberger,3.63,Underdog
UFC 201 - Lawler vs. Woodley,30th Jul 2016,Erik Perez,1.69,Francisco Rivera,2.35,Favourite
UFC 201 - Lawler vs. Woodley,30th Jul 2016,Freddy Serrano,1.94,Ryan Benoit,2.0,Underdog
UFC 201 - Lawler vs. Woodley,30th Jul 2016,Nikita Krylov,1.48,Ed Herman,3.06,Favourite
UFC 201 - Lawler vs. Woodley,30th Jul 2016,Jorge Masvidal,1.4,Ross Pearson,3.31,Favourite
UFC 201 - Lawler vs. Woodley,30th Jul 2016,Anthony Hamilton,1.8,Damian Grabowski,2.2,Favourite
UFC 201 - Lawler vs. Woodley,30th Jul 2016,Wilson Reis,1.33,Hector Sandoval,4.1,Favourite
UFC 201 - Lawler vs. Woodley,30th Jul 2016,Michael Graves,1.44,Bojan Velickovic,3.15,Draw
UFC 201 - Lawler vs. Woodley,30th Jul 2016,Damien Brown,1.91,Cesar Arzamendia,2.05,Favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,6th Aug 2016,Yair Rodriguez,1.38,Alex Caceres,3.45,Favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,6th Aug 2016,Dennis Bermudez,1.44,Rony Jason,3.15,Favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,6th Aug 2016,Thales Leites,1.61,Chris Camozzi,2.55,Favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,6th Aug 2016,Santiago Ponzinibbio,1.89,Zak Cummings,2.1,Favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,6th Aug 2016,Joseph Gigliotti,1.85,Trevor Smith,2.2,Underdog
UFC Fight Night 92 - Rodriguez vs. Caceres,6th Aug 2016,Maryna Moroz,1.4,Danielle Taylor,3.36,Favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,6th Aug 2016,Court McGee,1.52,Dominique Steele,2.9,Favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,6th Aug 2016,Marcin Tybura,1.74,Viktor Pesta,2.25,Favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,6th Aug 2016,David Teymur,1.69,Jason Novelli,2.45,Favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,6th Aug 2016,Teruto Ishihara,1.46,Horacio Gutierrez,3.0,Favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,6th Aug 2016,Cub Swanson,1.33,Tatsuya Kawajiri,3.7,Favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,6th Aug 2016,Justin Ledet,1.83,Chase Sherman,2.2,Favourite
UFC 202 - Diaz vs. McGregor 2,20th Aug 2016,Conor McGregor,1.83,Nate Diaz,2.1,Favourite
UFC 202 - Diaz vs. McGregor 2,20th Aug 2016,Anthony Johnson,1.58,Glover Teixeira,2.9,Favourite
UFC 202 - Diaz vs. McGregor 2,20th Aug 2016,Donald Cerrone,1.87,Rick Story,2.2,Favourite
UFC 202 - Diaz vs. McGregor 2,20th Aug 2016,Hyun Gyu Lim,1.42,Mike Perry,3.3,Underdog
UFC 202 - Diaz vs. McGregor 2,20th Aug 2016,Tim Means,1.26,Sabah Homasi,4.4,Favourite
UFC 202 - Diaz vs. McGregor 2,20th Aug 2016,Cody Garbrandt,1.24,Takeya Mizugaki,5.2,Favourite
UFC 202 - Diaz vs. McGregor 2,20th Aug 2016,Raquel Pennington,1.4,Elizabeth Phillips,3.3,Favourite
UFC 202 - Diaz vs. McGregor 2,20th Aug 2016,Artem Lobov,1.87,Chris Avila,2.07,Favourite
UFC 202 - Diaz vs. McGregor 2,20th Aug 2016,Randa Markos,1.77,Cortney Casey,2.3,Underdog
UFC 202 - Diaz vs. McGregor 2,20th Aug 2016,Neil Magny,1.91,Lorenz Larkin,2.2,Underdog
UFC 202 - Diaz vs. McGregor 2,20th Aug 2016,Colby Covington,1.33,Max Griffin,3.95,Favourite
UFC 202 - Diaz vs. McGregor 2,20th Aug 2016,Marvin Vettori,1.63,Alberto Emiliano Pereira,2.5,Favourite
UFC on Fox 21 - Condit vs. Maia,27th Aug 2016,Carlos Condit,1.89,Demian Maia,2.1,Underdog
UFC on Fox 21 - Condit vs. Maia,27th Aug 2016,Anthony Pettis,1.53,Charles Oliveira,2.85,Favourite
UFC on Fox 21 - Condit vs. Maia,27th Aug 2016,Paige VanZant,1.49,Bec Rawlings,2.9,Favourite
UFC on Fox 21 - Condit vs. Maia,27th Aug 2016,Joe Lauzon,1.74,Jim Miller,2.25,Underdog
UFC on Fox 21 - Condit vs. Maia,27th Aug 2016,Sam Alvey,1.45,Kevin Casey,3.25,Favourite
UFC on Fox 21 - Condit vs. Maia,27th Aug 2016,Kyle Bochniak,1.66,Enrique Barzola,2.5,Favourite
UFC on Fox 21 - Condit vs. Maia,27th Aug 2016,Alessio Di Chirico,1.37,Garreth McLellan,3.6,Favourite
UFC on Fox 21 - Condit vs. Maia,27th Aug 2016,Shane Campbell,1.73,Felipe Silva,2.45,Underdog
UFC on Fox 21 - Condit vs. Maia,27th Aug 2016,Chad Laprise,1.36,Thibault Gouti,3.9,Favourite
UFC on Fox 21 - Condit vs. Maia,27th Aug 2016,Jeremy Kennedy,1.71,Alex Ricci,2.35,Favourite
UFC Fight Night - Arlovski vs. Barnett,3rd Sep 2016,Josh Barnett,1.67,Andrei Arlovski,2.4,Favourite
UFC Fight Night - Arlovski vs. Barnett,3rd Sep 2016,Alexander Gustafsson,1.17,Jan Blachowicz,6.35,Favourite
UFC Fight Night - Arlovski vs. Barnett,3rd Sep 2016,Ryan Bader,1.5,Ilir Latifi,2.86,Favourite
UFC Fight Night - Arlovski vs. Barnett,3rd Sep 2016,Nick Hein,1.36,Tae Hyun Bang,3.75,Favourite
UFC Fight Night - Arlovski vs. Barnett,3rd Sep 2016,Jim Wallhead,1.74,Jessin Ayari,2.25,Underdog
UFC Fight Night - Arlovski vs. Barnett,3rd Sep 2016,Nicolas Dalby,1.62,Peter Sobotta,2.68,Underdog
UFC Fight Night - Arlovski vs. Barnett,3rd Sep 2016,Ashlee Evans-Smith,1.4,Veronica Macedo,3.35,Favourite
UFC Fight Night - Arlovski vs. Barnett,3rd Sep 2016,Taylor Lapilus,1.67,Leandro Issa,2.4,Favourite
UFC Fight Night - Arlovski vs. Barnett,3rd Sep 2016,Jarjis Danho,1.83,Christian Colombo,2.15,Draw
UFC Fight Night - Arlovski vs. Barnett,3rd Sep 2016,Scott Askham,1.99,Jack Hermansson,2.0,Underdog
UFC Fight Night - Arlovski vs. Barnett,3rd Sep 2016,Rustam Khabilov,1.25,Leandro Silva,4.75,Favourite
UFC 203 - Miocic vs. Overeem,10th Sep 2016,Stipe Miocic,1.9,Alistair Overeem,2.05,Favourite
UFC 203 - Miocic vs. Overeem,10th Sep 2016,Fabricio Werdum,1.5,Travis Browne,2.88,Favourite
UFC 203 - Miocic vs. Overeem,10th Sep 2016,Mickey Gall,1.25,Phil Brooks,4.89,Favourite
UFC 203 - Miocic vs. Overeem,10th Sep 2016,Jimmie Rivera,1.63,Urijah Faber,2.5,Favourite
